name,site,L,a,b,R,G,B,size_mb
OYS_2025-09-17_13-00-53_track_manual_361-712_20260622_102648,Veerse Meer,50.78623,-35.570732,48.46817,81.04743055555555,138.89902777777777,24.391631944444445,19.756196
OYS_2025-09-17_13-00-53_track_manual_361-712_20260622_102653,Veerse Meer,50.78623,-35.570732,48.46817,81.04743055555555,138.89902777777777,24.391631944444445,19.756196
OYS_2025-09-17_13-00-53_track_manual_43-186_20260622_110608,Veerse Meer,50.959637,-35.54297,48.632385,81.66368055555556,139.3061111111111,24.450243055555557,8.093777
OYS_2025-09-17_13-00-53_track_manual_59-160_20260622_115209,Veerse Meer,50.86129,-35.524323,48.518387,81.40701388888888,139.0472048611111,24.491805555555555,5.735787
OYS_2025-09-17_13-00-53_trackmanual_1_0-197_20260622_093334,Veerse Meer,50.905636,-35.543076,48.553467,81.51076388888889,139.16559027777777,24.53887152777778,7.333653
OYS_2025-09-17_13-00-53_trackmanual_3_0-606_20260622_092954,Veerse Meer,50.826298,-35.640015,48.47896,80.96932291666667,139.02598958333334,24.485538194444445,9.602911
OYS_2025-09-21_13-00-53_trackmanual_1_0-567_20260622_090657,Veerse Meer,50.329353,-27.746246,50.28775,97.99024305555555,134.97960069444446,16.69484375,10.890873
OYS_2025-09-25_10-00-52_trackmanual_19_0-920_20260619_174043,Veerse Meer,50.85621,-35.768127,47.960724,80.22644097222222,139.1806076388889,26.167604166666667,13.763898
OYS_2025-09-25_10-00-52_trackmanual_21_0-1388_20260619_174407,Veerse Meer,50.258408,-35.989967,47.8826,78.22564236111111,137.71385416666666,24.40470486111111,12.907971
OYS_2025-10-07_16-00-54_trackmanual_16_0-201_20260619_173702,Veerse Meer,49.52577,-32.050934,5.5670166,42.819149305555555,135.75967013888888,111.52555555555556,8.02744
OYS_2025-10-07_16-00-54_trackmanual_18_0-694_20260619_173835,Veerse Meer,49.605877,-32.198906,6.960556,45.78262152777778,135.89788194444444,109.20722222222223,15.073819
PROJSG_2025-05-15_15-00-40_trackmanual_14_0-135_20260619_173457,Dale Bay,57.07618,-32.18445,29.032425,88.67178819444445,150.71920138888888,84.59130208333333,10.551408
PROJSG_2025-05-15_15-00-40_trackmanual_15_0-320_20260619_173544,Dale Bay,54.229176,-32.282013,30.205917,82.07901041666666,143.2704861111111,75.48977430555556,14.48007
PROJSG_2025-05-19_12-00-40_trackmanual_13_0-141_20260619_173307,Dale Bay,60.226273,-53.357758,37.59395,33.63569444444445,167.14927083333333,74.33480902777778,10.482253
PROJSG_2025-05-20_09-00-40_trackmanual_11_0-158_20260619_173116,Dale Bay,57.774784,-48.252777,33.238876,46.13763888888889,159.23125,77.82197916666667,9.435627
PROJSG_2025-05-20_09-00-40_trackmanual_12_0-604_20260619_173209,Dale Bay,57.567905,-48.300484,32.98558,44.944270833333334,158.68902777777777,77.87699652777778,9.390075
PROJSG_2025-05-23_09-00-41_trackmanual_10_0-119_20260619_172810,Dale Bay,55.403862,-37.95903,24.992859,64.9578125,149.654375,88.27001736111112,10.218227
PROJSG_2025-05-23_15-00-39_trackmanual_8_0-385_20260619_172552,Dale Bay,59.669334,-54.405518,36.440002,18.973055555555554,165.66715277777777,74.85704861111111,12.720504
